12464.0, 0
12470.0, 0
12490.0, 0
12589.0, 0
12590.0, 0
12691.0, 0
12789.0, 0
12792.0, 0
13196.0, 0
13298.0, 0
13308.0, 0
13309.0, 0
13421.0, 0
13431.0, 0
13432.0, 0
13463.0, 0
13513.0, 0
13518.0, 0
13563.0, 0
13587.0, 0
13592.0, 0
13646.0, 0
13658.0, 0
13706.0, 0
13711.0, 0
13786.0, 0
14621.0, 0
14684.0, 0
14692.0, 0
14698.0, 0
14702.0, 0
14791.0, 0
15353.0, 0
15354.0, 0
15358.0, 0
15631.0, 0
15632.0, 0
15656.0, 0
15681.0, 0
15687.0, 0
15689.0, 0
15691.0, 0
15708.0, 0
15709.0, 0
15711.0, 0
15712.0, 0
15721.0, 0
15730.0, 0
15731.0, 0
15787.0, 0
15792.0, 0
15791.0, 0
15798.0, 0
15802.0, 0
15835.0, 0
15908.0, 0
15909.0, 0
15911.0, 0
15912.0, 0
15928.0, 0
15930.0, 0
15931.0, 0
16313.0, 0
16316.0, 0
16321.0, 0
16384.0, 0
16385.0, 0
16386.0, 0
16390.0, 0
16516.0, 0
16531.0, 0
16532.0, 0
16578.0, 0
16579.0, 0
16586.0, 0
16587.0, 0
16590.0, 0
16592.0, 0
16911.0, 0
16918.0, 0
19065.0, 0
19068.0, 0
19842.0, 0
19848.0, 0
19852.0, 0
19858.0, 0
19862.0, 0
19868.0, 0
20184.0, 0
20189.0, 0
20643.0, 0
20646.0, 0
20843.0, 0
20848.0, 0
20852.0, 0
20856.0, 0
20863.0, 1
20868.0, 1
20921.0, 0
21134.0, 0
21146.0, 0
21856.0, 0
21858.0, 0
21862.0, 0
21864.0, 0
21865.0, 0
21866.0, 0
21867.0, 0
21874.0, 0
21878.0, 0
21964.0, 0
21969.0, 0
22011.0, 0
22018.0, 0
22019.0, 0
22087.0, 0
22091.0, 0
22121.0, 0
22256.0, 0
22875.0, 0
22876.0, 0
22878.0, 0
22964.0, 0
22969.0, 0
22974.0, 0
22985.0, 0
22992.0, 0
23019.0, 0
23029.0, 0
23065.0, 0
23070.0, 0
23072.0, 0
23081.0, 0
23121.0, 0
21246.0, 0
21278.0, 0
21342.0, 0
21469.0, 0
21478.0, 0
21569.0, 0
21579.0, 0
21580.0, 0
21657.0, 0
21984.0, 0
21985.0, 0
21986.0, 0
22085.0, 0
22186.0, 0
22198.0, 0
22206.0, 0
22302.0, 0
22312.0, 0
22311.0, 0
22312.0, 0
22313.0, 0
22314.0, 0
22315.0, 0
22316.0, 0
22317.0, 0
22318.0, 0
22319.0, 0
